numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2238N1932688A;26/10/2023;28/07/2022;01/08/2022;29/08/2022;31/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;902.3;65.5;;;0.69;;;;;4-Batiment E-1-E001;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.57;1193;18.2;819;509.5;0;3;0;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2707880C;26/10/2023;15/11/2022;15/11/2022;16/11/2022;14/11/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;3;1;1;;0;162.1;48.1;;;0.78;;;;;3-Bâtiment C-3-C1 02;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.41;761.9;15.8;416.7;471.8;0;1.8;0;Gaz naturel;0;0;0;Électricité;1.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0266126L;26/10/2023;04/08/2021;05/09/2021;06/09/2021;04/09/2031;;;;;;;DPE NEUF logement : RE2020;1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;24;1;;T5;0;1612.6;59;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1981463A;26/10/2023;01/06/2023;13/06/2023;14/06/2023;12/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;933.4;69.3;;;0.67;;;;;1-Batiment n 1-14-Lgt 14 type T3 - R+2;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.48;939.1;13.5;587.2;341.1;0;3;0;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2273004C;26/10/2023;28/09/2022;02/10/2022;03/10/2022;01/10/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe maison individuelle;C;C;supérieur à 800m;H1c;maison;;;2.5;;;1;;;;110.7;;;0.36;0;;;22/IMO/1623;;;;;;;;;;;;;;;;;;très bonne;très bonne;très bonne;très bonne;très bonne;0.37;1373.4;12;848.5;501.2;0;14.3;9.4;Électricité;1373.4;848.5;501.2;Gaz naturel;1373.4;848.5;501.2;Bois – Granulés (pellets) ou briquettes;1373.4;848.5;501.2;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2338N0145744L;26/10/2023;11/01/2023;16/01/2023;17/01/2023;15/01/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;23;1;1;;0;1384;63.9;;;0.69;;;;;1-Bâtiment AB-12-A401;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.38;624.1;9.7;351.1;364.9;0;2.8;0.9;Gaz naturel;0;0;0;Électricité;3.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N1036235C;26/10/2023;27/03/2023;27/03/2023;28/03/2023;26/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;18;1;1;;0;1163.2;87.6;;;0.74;;;;;1-Bâtiment AB R+2 18 logements-13-A207 T4 R+2;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.57;1152.7;13.1;592.7;758.1;0;4.1;1.5;Gaz naturel;0;0;0;Électricité;5.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0456651L;08/02/2024;17/07/2023;07/02/2024;08/02/2024;06/02/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;133.5;133.5;;;0.75;;;;;1-Villa Sionnet Theo-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.38;242.6;1.8;181.9;35.5;0;16.5;3.3;Électricité;25.2;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N3079800S;26/10/2023;16/11/2022;08/12/2022;19/12/2022;07/12/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;41;1;1;;0;1172;21.5;;;0.72;;;;;1-Bâtiment-40-A 508;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.52;251.4;11.6;64.8;253.8;0;0.9;0.7;Réseau de Chauffage urbain;0;0;0;Électricité;1.6;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N2291311F;08/11/2023;02/10/2022;13/06/2022;04/10/2022;12/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;36;1;1;;0;2379.5;67.7;;;0.78;;;;1-Bâtiment 1-2-1-Zone;28-2-02-28;;;;;;;;;;;;;;;;;moyenne;bonne;;très bonne;très bonne;0.65;726.6;10.7;313.8;557.1;0;3;1.4;Gaz naturel;0;0;0;Électricité;4.4;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1478818M;08/11/2023;19/06/2022;28/06/2022;29/06/2022;27/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;35;1;1;;0;2182.6;73.5;;;0.54;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.57;408.2;5.5;180.3;298.8;0;3.6;0.2;Réseau de Chauffage urbain;0;0;0;Électricité;3.8;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2338N1562447A;26/10/2023;08/05/2023;10/05/2023;11/05/2023;09/05/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;C;C;;;maison;;;2.5;1;1;1;;0;107;107;;;0.48;;;;;1-LOTH NAY Sophath Tchan-Travie-1-LogZone;;;;;;;;;;;;;;;;;très bonne;bonne;;très bonne;très bonne;0.36;1395.4;13;1012.5;503.4;0;15.6;5.1;Gaz naturel;0;0;0;Électricité;25.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2338N3736860H;03/11/2023;01/11/2023;02/11/2023;03/11/2023;01/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;101.3;101.3;;;0.8;;;;;1-Mme PORTET-RODRIGUEZ et Mme PICQ-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;198.7;1.9;145.4;33.5;0;14.4;0;Électricité;19.9;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N0900881D;08/11/2023;26/04/2022;26/04/2022;28/04/2022;25/04/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;62;1;1;;0;1396;19.6;;;0.79;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.55;261.8;13.4;126.9;182.4;0;0.9;0.3;Réseau de Chauffage urbain;0;0;0;Électricité;1.2;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1021797V;21/03/2024;06/03/2024;20/03/2024;21/03/2024;19/03/2034;;2438N1011305H;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;400-800m;H1c;appartement;individuel;individuel;2.5;6;1;;;0;365.2;67.2;;;0.62;0;;;002ER926667;20001L0001;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;bonne;0.5;1036.7;15;623.4;394.1;0;9.6;9.5;Gaz naturel;1036.7;623.4;394.1;Électricité;1036.7;623.4;394.1;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0475964G;09/02/2024;17/01/2024;17/01/2024;09/02/2024;16/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;964.2;104;;;0.36;;;;;1-Bâtiment-14-201;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.54;1321.1;12.7;763.8;531.6;0;4.4;1.8;Gaz naturel;0;0;0;Électricité;6.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0531975K;08/11/2023;06/10/2021;18/10/2021;19/10/2021;17/10/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;12;1;1;;0;718.5;84.3;;;0.62;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.43;965.2;11.5;545.4;569.5;0;4.7;0;Gaz naturel;0;0;0;Électricité;4.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1653843F;26/10/2023;19/07/2022;19/07/2022;20/07/2022;18/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe maison individuelle;A;A;400-800m;H1c;maison;;;2.5;;;1;;;;148.6;;;0.33;0;;;22/RÉAUMONT/LIEFFRIG/IMO/9123;;;;;;;;;;;;;;;;;;très bonne;très bonne;très bonne;très bonne;très bonne;0.34;180.6;1;114.8;36.4;0;18.1;11.2;Électricité;180.6;114.8;36.4;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2438N0990324I;19/03/2024;18/03/2024;18/03/2024;19/03/2024;17/03/2034;;2438N0990122O;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;33;1;1;;0;1906.7;50.1;;;0.64;;;;;1-Bâtiment-31-A402;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.54;660.5;13.1;338.4;311.8;0;2.3;0.2;Gaz naturel;0;0;0;Électricité;2.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N2152299Q;26/10/2023;04/06/2023;26/06/2023;27/06/2023;25/06/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;1;;1;;;;340.9;;;0.43;0;;;23/IMO/2436;;;;;;;;;;;;;;;;;;très bonne;bonne;très bonne;très bonne;très bonne;0.37;3905.3;11;2248.2;1585.7;0;51.4;20.1;Électricité;3905.3;2248.2;1585.7;Gaz naturel;3905.3;2248.2;1585.7;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1341853R;15/04/2024;26/03/2024;14/04/2024;15/04/2024;13/04/2034;;2438N1341817H;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;32;1;1;;0;1932.8;63.3;;;0.79;;;;;1-Batiment A-18-A205;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.6;781;12.3;263.4;506;0;2.5;0.2;Gaz naturel;0;0;0;Électricité;2.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0650653Z;08/11/2023;29/03/2022;29/03/2022;30/03/2022;28/03/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;24;1;1;;0;1580.9;52.1;;;0.8;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.64;175;3.3;161.6;0;0;2.4;0.9;Réseau de Chauffage urbain;0;0;0;Électricité;3.3;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0894380B;26/10/2023;07/12/2021;09/12/2021;10/12/2021;08/12/2031;;;;;;;DPE NEUF logement : RT2012;2;dpe appartement généré à partir des données DPE immeuble;C;C;supérieur à 800m;H1c;appartement;individuel;individuel;2.5;99;1;;T3;1;4438;43.7;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2465839W;26/10/2023;29/06/2023;29/06/2023;21/07/2023;28/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;95;1;1;;0;3916.5;31;;;0.66;;;;;1-Ilot Morge 131 logements-90-A609 T2 R+6;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;416.2;13.4;32.5;371.4;0;1.3;0.1;Gaz naturel;0;0;0;Électricité;1.4;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2338N2392082B;26/10/2023;04/04/2023;16/07/2023;17/07/2023;15/07/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;19;1;;;0;1279.1;87.8;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0655450L;08/11/2023;08/11/2021;08/11/2021;09/11/2021;07/11/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;collectif;collectif;2.5;21;1;1;;0;1462;79.3;;;0.41;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;149.7;1.8;50;109;0;3.8;1.3;Bois – Granulés (pellets) ou briquettes;0;0;0;Électricité;5.1;0;0;;;;;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0637463R;08/11/2023;21/03/2022;21/03/2022;29/03/2022;20/03/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;C;C;;;maison;;;2.5;1;1;1;;0;158.5;87.4;;;0.77;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.4;1072.6;12.3;689.3;516.8;0;3.5;0;Gaz naturel;0;0;0;Électricité;3.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2338N0799150L;26/10/2023;09/03/2023;09/03/2023;10/03/2023;08/03/2033;;2338N0799073M;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;52;1;1;;0;3353.9;45.5;;;0.8;;;;;1-Bâtiment S-33-T2-S3-0-293;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;très bonne;0.67;662.7;14.5;287.6;513.9;0;2.1;0.3;Gaz naturel;0;0;0;Électricité;2.4;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N2878177A;26/10/2023;19/07/2023;29/08/2023;30/08/2023;28/08/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;101.6;101.6;;;0.49;;;;;2-Logement 2-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;199.6;1.9;130.9;50.4;0;13.8;0;Électricité;18.3;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2438N0261102I;24/01/2024;15/01/2024;23/01/2024;24/01/2024;22/01/2034;;2438N0261086S;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;16;1;1;;0;1074.3;68.9;;;0.82;;;;;2-B-6-B102;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.52;1244.5;18;694.8;537.4;0;3;0;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0381734Z;26/10/2023;05/02/2023;05/02/2023;06/02/2023;04/02/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;15;1;;;0;872.7;70.9;;;0.58;0;;;20/SAINT-QUENTIN-FALLAVIER/SCCV/IMO/7594_DPE-batA;M. LEPETIT;;;;;;;;;;;;;;;;;moyenne;moyenne;très bonne;très bonne;très bonne;0.71;950.3;13;599.5;336.1;0;10.1;4.7;Gaz naturel;950.3;599.5;336.1;Électricité;950.3;599.5;336.1;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2467693D;26/10/2023;19/10/2022;20/10/2022;21/10/2022;19/10/2032;;2238N2467663Z;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;29;1;1;;0;1756.3;41.8;;;0.74;;;;;1-Batiment-11-105;;;;;;;;;;;;;;;;;moyenne;bonne;;très bonne;très bonne;0.67;459.2;10.9;182.2;379.7;0;1.7;0.1;Gaz naturel;0;0;0;Électricité;1.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1239469T;26/10/2023;30/05/2022;06/06/2022;07/06/2022;05/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;116.7;;;0.96;;;;;;moyen;1;0;0;0;1;;;;;;;;;;;très bonne;très bonne;;très bonne;insuffisante;0.37;169.3;1.4;111.4;33.3;0;16.3;8.3;Électricité;169.3;111.4;33.3;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3992736R;23/11/2023;22/11/2023;22/11/2023;23/11/2023;21/11/2033;;2338N3992687U;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;33;1;1;;0;1997;40.1;;;0.79;;;;;1-Bâtiment-14-A202;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.61;640.9;15.9;331.7;297.7;0;1.8;1.2;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1070702S;08/11/2023;26/04/2022;26/04/2022;17/05/2022;25/04/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;38;1;1;;0;886;29.6;;;0.79;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;356.4;12;171.8;250.3;0;1.2;0.4;Réseau de Chauffage urbain;0;0;0;Électricité;1.6;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
