numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2138N0755970P;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2438N1180796E;316 Rue de Dideyre 38760 Varces-Allières-et-Risset;316;Rue de Dideyre;Varces-Allières-et-Risset;38760;38524;38;84;38524_0022_00316;adresse non géocodée ban car aucune correspondance trouvée;316 rue de Dideyre;VARCES-ALLIERES-ET-RISSET;38760
2238N1313927N;Les Evequaux 38330 Biviers;;Les Evequaux;Biviers;38330;38045;38;84;38045_lzqjpf;adresse géocodée ban à l'adresse;Les Evequaux;Biviers;38330
2138N0858648T;Rue Elisha Gray 38090 Villefontaine;;Rue Elisha Gray;Villefontaine;38090;38553;38;84;38553_6pb82u;adresse non géocodée ban car aucune correspondance trouvée;Rue Elisha Gray;VILLEFONTAINE;38090
2238N1462515L;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2138N0893601C;2bis Promenade de Cassiopee 38080 L'Isle-d'Abeau;2bis;Promenade de Cassiopee;L'Isle-d'Abeau;38080;38193;38;84;38193_0064_00002_bis;adresse non géocodée ban car aucune correspondance trouvée;2 bis, promenade de Cassiopée;L'ISLE-D'ABEAU;38080
2338N2952908H;81 Chemin de la Perrière 38420 Murianette;81;Chemin de la Perrière;Murianette;38420;38271;38;84;38271_0190_00081;adresse non géocodée ban car aucune correspondance trouvée;81 chemin de la Perrière Lotissement Le Clos Perrin - n°3;MURIANETTE;38420
2238N1330902K;Allée France Gall 38670 Chasse-sur-Rhône;;Allée France Gall;Chasse-sur-Rhône;38670;38087;38;84;38087_xs6toy;adresse non géocodée ban car aucune correspondance trouvée;149 Allée France Gall;CHASSE-SUR-RHONE;38670
2238N2809904C;60 Rue Louise Michel 38100 Grenoble;60;Rue Louise Michel;Grenoble;38100;38185;38;84;38185_4530_00060;adresse non géocodée ban car aucune correspondance trouvée;60 Louise Michel;GRENOBLE;38000
2238N1932707T;Rue Pierre Dalloz 38360 Sassenage;;Rue Pierre Dalloz;Sassenage;38360;38474;38;84;38474_0063;adresse non géocodée ban car aucune correspondance trouvée;PIERRE DALLOZ;SASSENAGE;38360
2438N1111836W;Rue Thiers 38800 Le Pont-de-Claix;;Rue Thiers;Le Pont-de-Claix;38800;38317;38;84;38317_0480;adresse non géocodée ban car aucune correspondance trouvée;ZAC Les Minotiers;PONT DE CLAIX;38800
2138N0756016J;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2238N1466139V;Route de Corbeyssieu 38290 Frontonas;;;Frontonas;38290;38176;38;84;38176_0060;adresse géocodée ban à l'adresse;Route de Corbeyssieu;FRONTONAS;38290
2138N0729040V;rue jeanne d'arc 38230 Charvieu-Chavagneux;;rue jeanne d'arc;Charvieu-Chavagneux;38230;38085;38;84;38085_0032;adresse non géocodée ban car aucune correspondance trouvée;rue Jeanned'ARC;CHARVIEU-CHAVAGNEUX;38230
2238N0863810I;Rue Marguerite Rozand 38230 Pont-de-Chéruy;;;Pont-de-Chéruy;38230;38316;38;84;38316_0412;adresse géocodée ban à l'adresse;LE PETIT ANTOINE;;
;;;;;;;;;;;;;
2438N0383042I;Chemin du Reuzier 38300 Tramolé;;Chemin du Reuzier;Tramolé;38300;38512;38;84;38512_0940;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Reuzier;TRAMOLE;38300
2338N4171584L;Route de Lyon 38300 Bourgoin-Jallieu;;Route de Lyon;Bourgoin-Jallieu;38300;38053;38;84;38053_0557;adresse géocodée ban à l'adresse;LE KATTLEYA_BAT B;;
;;;;;;;;;;;;;
2238N2265263J;Route de la Plaine 38230 Chavanoz;;Route de la Plaine;Chavanoz;38230;38097;38;84;38097_0456;adresse non géocodée ban car aucune correspondance trouvée;Route de la Plaine;Chavanoz;38230
2238N0773776M;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2338N2874933G;Route de la Ruette 38290 Satolas-et-Bonce;;Route de la Ruette;Satolas-et-Bonce;38290;38475;38;84;38475_0286;adresse non géocodée ban car aucune correspondance trouvée;Route de la Ruette - Lot B;SATOLAS-ET-BONCE;38290
2238N1313682C;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;adresse non géocodée ban car aucune correspondance trouvée;Beyle Stendhal;CLAIX;38640
2238N2265250W;Route de la Plaine 38230 Chavanoz;;Route de la Plaine;Chavanoz;38230;38097;38;84;38097_0456;adresse non géocodée ban car aucune correspondance trouvée;Route de la Plaine;Chavanoz;38230
2238N1146616M;Avenue Simone Veil 38340 Voreppe;;Avenue Simone Veil;Voreppe;38340;38565;38;84;38565_0721;adresse non géocodée ban car aucune correspondance trouvée;Allée des Maires Avenue Simone Veil;VOREPPE;38340
2238N2855353D;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2338N2465793C;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2338N3190347O;Rue de la Cumane 38160 Saint-Marcellin;;Rue de la Cumane;Saint-Marcellin;38160;38416;38;84;38416_1237;adresse géocodée ban à l'adresse;La Manufacture;;
;;;;;;;;;;;;;
2238N2662784Q;Rue du Pont de la Rivoire 38450 Vif;;Avenue de la Gare;Vif;38450;38545;38;84;38545_0275;adresse non géocodée ban car aucune correspondance trouvée;70 Avenue de la Gare - La Rivoire;VIF;38450
2438N1044833V;61 Rue de Funas 38300 Bourgoin-Jallieu;61;Rue de Funas;Bourgoin-Jallieu;38300;38053;38;84;38053_0385_00061;adresse non géocodée ban car aucune correspondance trouvée;61 Rue de Funas;Bourgoin-Jallieu;38300
2238N0402671F;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2338N0768793W;Rue Germaine Tillion 38320 Eybens;;Rue Germaine Tillion;Eybens;38320;38158;38;84;38158_0557;adresse non géocodée ban car aucune correspondance trouvée;1, rue Germaine Tillion;EYBENS;38320
2438N1062989D;Route de la Buisse 38500 Coublevie;;Route de la Buisse;Coublevie;38500;38133;38;84;38133_0082;adresse non géocodée ban car aucune correspondance trouvée;LES PRES JOURDAN - Lot 10 - Route de la Buisse;COUBLEVIE;38500
2238N1217276E;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2338N3869383I;Avenue de l’Eclose 38750 Huez;;Avenue de l’Eclose;Huez;38750;38191;38;84;38191_0180;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Eclose;Huez;38750
2238N2729994Q;17 Chemin du Marais 38100 Grenoble;17;Chemin du Marais;Grenoble;38100;38185;38;84;38185_4670_00017;adresse non géocodée ban car aucune correspondance trouvée;17 chemin du Marais;GRENOBLE;38000
2238N2209502S;Route des Alpes 38260 Saint-Hilaire-de-la-Côte;;Route des Alpes;Saint-Hilaire-de-la-Côte;38260;38393;38;84;38393_0015;adresse non géocodée ban car aucune correspondance trouvée;des Alpes;SAINT-HILAIRE-DE-LA-CÔTE;38260
2238N0078601Z;Route de Lyon 38690 Biol;;Route de Lyon;Biol;38690;38044;38;84;38044_0530;adresse non géocodée ban car aucune correspondance trouvée;Route de Lyon;BIOL;38690
2138N0582945U;Rue le Poulet 38240 Meylan;;Rue le Poulet;Meylan;38240;38229;38;84;38229_0630;adresse non géocodée ban car aucune correspondance trouvée;Lieu dit le Charlaix;MEYLAN;38240
2238N3053817J;Avenue Henri Bergson 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0142;adresse géocodée ban à l'adresse;21, Avenue Bergson;;
"ZAC St Hubert""";;3094.1;87;1673.2;1196.9;0;160;64;2954.1;0;69.6;27.8;653.5
2138N0333444P;7 Rue de la Chartreuse 38500 Voiron;7;Rue de la Chartreuse;Voiron;38500;38563;38;84;38563_0284_00007;adresse géocodée ban à l'adresse;7 rue de la Chartreuse;;
;;;;;;;;;;;;;
2238N2649042C;Rue Voltaire 38400 Saint-Martin-d'Hères;;;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse géocodée ban à l'adresse;LA PLAINE VOLTAIRE;ST MARTIN D HERES;38400
2238N0182385R;Rue Gustave Flaubert 38100 Grenoble;;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380;adresse non géocodée ban car aucune correspondance trouvée;Gustave Flaubert;GRENOBLE;38000
2238N1155585L;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N0965284E;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2238N0879106Q;Route des Eteppes 38480 Saint-Jean-d'Avelanne;;Route des Eteppes - Lieu dit La Coconnière;Saint-Jean-d'Avelanne;38480;38398;38;84;38398_0175;adresse géocodée ban à l'adresse;Route des Eteppes - Lieu dit La Coconnière;Saint-Jean-d'Avelanne;38480
2238N2552455F;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;adresse géocodée ban à l'adresse;Le Ginkgo;;
;;;;;;;;;;;;;
2338N1213744J;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse non géocodée ban car aucune correspondance trouvée;83 Avenue de Claix;SEYSSINS;38180
2338N3901905E;rue de l'isere 38120 Saint-Égrève;;rue de l'isere;Saint-Égrève;38120;38382;38;84;38382_0290;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Isère;SAINT-EGREVE;38120
2338N0924527Q;Rue de lâ€ Eglise 38200 Seyssuel;;Rue de lâ€ Eglise;Seyssuel;38200;38487;38;84;38487_0040;adresse géocodée ban à l'adresse;BAT A;;
;;;;;;;;;;;;;
2138N0897777S;Rue Diane Fossey 38920 Crolles;;Rue Diane Fossey;Crolles;38920;38140;38;84;38140_0212;adresse non géocodée ban car aucune correspondance trouvée;Rue Diane Fossey;CROLLES;38920
2338N4178557Q;2bis Rue Julian Grimau 38150 Roussillon;2bis;Rue Julian Grimau;Roussillon;38150;38344;38;84;38344_0630_00002_bis;adresse non géocodée ban car aucune correspondance trouvée;2 bis, Rue Julian Grimau;ROUSSILLON;38150
2238N1327737R;Rue de Belle-Rive 38300 Bourgoin-Jallieu;;Rue de Belle-Rive;Bourgoin-Jallieu;38300;38053;38;84;38053_0075;adresse non géocodée ban car aucune correspondance trouvée;Rue de Belle Rive;BOURGOIN-JALLIEU;38300
2338N4105241U;143 Route de Grenoble 38420 Le Versoud;143;Route de Grenoble;Le Versoud;38420;38538;38;84;38538_0240_00143;adresse non géocodée ban car aucune correspondance trouvée;143 Route de Grenoble;LE VERSOUD;38420
2238N3115300C;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0565584C;Rue Auguste Delaune 38150 Salaise-sur-Sanne;;;Salaise-sur-Sanne;38150;38468;38;84;38468_0030;adresse géocodée ban à l'adresse;La Poyat;;
;;;;;;;;;;;;;
2238N0637339X;Rue Bois Pilon 38550 Le Péage-de-Roussillon;;Rue Bois Pilon;Le Péage-de-Roussillon;38550;38298;38;84;38298_0120;adresse non géocodée ban car aucune correspondance trouvée;Rue du Bois PIlon;LE PEAGE-DE-ROUSSILLON;38550
2338N4066464J;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;adresse non géocodée ban car aucune correspondance trouvée;rue Marx Dormoy;GRENOBLE;38000
2138N0893521A;2ter Promenade de Cassiopee 38080 L'Isle-d'Abeau;2ter;Promenade de Cassiopee;L'Isle-d'Abeau;38080;38193;38;84;38193_0064_00002_ter;adresse non géocodée ban car aucune correspondance trouvée;2 ter, promenade de Cassiopée;L'ISLE-D'ABEAU;38080
2238N2290502C;Rue des Taillèes 38400 Saint-Martin-d'Hères;;Rue des Taillèes;Saint-Martin-d'Hères;38400;38421;38;84;38421_0980;adresse non géocodée ban car aucune correspondance trouvée;Rue des taillées;SAINT-MARTIN-D'HERES;38400
2338N3105416Z;Route de la Ville 38490 Granieu;;Route de la Ville;Granieu;38490;38183;38;84;38183_0200;adresse non géocodée ban car aucune correspondance trouvée;Chemin de la Ville 358 Rue de Gonrat;GRANIEU;38490
2338N2192417Q;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2238N1007703R;Rue Jean Pierre Raffin Dugens 38420 Murianette;;Rue Jean Pierre Raffin Dugens;Murianette;38420;38271;38;84;38271_0130;adresse non géocodée ban car aucune correspondance trouvée;Rue Jean-Pierre RAFFIN-DUGENS;Murianette;38420
2469N0476964X;Chemin de la Cholatière 38620 Saint-Geoire-en-Valdaine;;Chemin de la Cholatière;Saint-Geoire-en-Valdaine;38620;38386;38;84;38386_0240;adresse géocodée ban à l'adresse;chemin de la Cholatière;COLOMBIER-SAUGNIEU;69124
2338N3852771K;17 Rue Marceau 38000 Grenoble;17;Rue Marceau;Grenoble;38000;38185;38;84;38185_4700_00017;adresse non géocodée ban car aucune correspondance trouvée;17 RUE MARBEUF;GRENOBLE;38000
2238N1070745J;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2338N3292513A;14 Rue Henri Tarze 38000 Grenoble;14;Rue Henri Tarze;Grenoble;38000;38185;38;84;38185_3550_00014;adresse non géocodée ban car aucune correspondance trouvée;14 Rue Henri Tarze;Grenoble;38000
2438N0261098E;Route de Saint Nicolas 38960 Saint-Étienne-de-Crossey;;Route de Saint Nicolas;Saint-Étienne-de-Crossey;38960;38383;38;84;38383_0097;adresse non géocodée ban car aucune correspondance trouvée;Route de Saint Nicolas;SAINT-ETIENNE-DE-CROSSEY;38960
2238N2855429B;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2238N0775320W;Rue de la Liberté 38490 Les Abrets en Dauphiné;;Rue de la Liberté;Les Abrets en Dauphiné;38490;38001;38;84;38001_0260;adresse non géocodée ban car aucune correspondance trouvée;Rue de la Liberté;LES ABRETS;38490
2238N2467721F;8 Montee Bon Accueil 38200 Vienne;8;Montee Bon Accueil;Vienne;38200;38544;38;84;38544_0195_00008;adresse non géocodée ban car aucune correspondance trouvée;8 Montée de Bon Accueil;VIENNE;38200
2238N1449336O;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2238N2707863L;Rue des Bealieres 38570 Tencin;;Rue des Bealieres;Tencin;38570;38501;38;84;38501_0050;adresse non géocodée ban car aucune correspondance trouvée;Rue des Bealières;Tencin;38570
2362N1066000V;Le Domaine du Parc 38080 Saint-Alban-de-Roche;;Le Domaine du Parc;Saint-Alban-de-Roche;38080;38352;38;84;38352_z734b5;adresse non géocodée ban car aucune correspondance trouvée;Le domaine du parc;DOURGES;62119
2238N2173412Q;24 Chemin du Mont 38510 Sermérieu;24;Chemin du Mont;Sermérieu;38510;38483;38;84;38483_0650_00024;adresse non géocodée ban car aucune correspondance trouvée;24 chemin du Mont;SERMÉRIEU;38510
2238N1627518S;Chemin de Martinière 38380 Saint-Pierre-de-Chartreuse;;Chemin de Martinière;Saint-Pierre-de-Chartreuse;38380;38442;38;84;38442_0017;adresse non géocodée ban car aucune correspondance trouvée;Chemin de la Martinière;;
;;;;;;;;;;;;;
2138N0909714V;Rue Parmentier 38160 Saint-Marcellin;;Rue Parmentier;Saint-Marcellin;38160;38416;38;84;38416_0905;adresse non géocodée ban car aucune correspondance trouvée;Parmentier;SAINT-MARCELLIN;38160
2138N0915598D;Impasse Ancienne Poste 38510 Saint-Victor-de-Morestel;;;Saint-Victor-de-Morestel;38510;38465;38;84;38465_0230;adresse géocodée ban à l'adresse;Impasse de l'Ancienne Gare;MORESTEL;38510
2138N0646420D;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;adresse non géocodée ban car aucune correspondance trouvée;avenue Général de Gaulle;VIF;38450
2238N2649035V;Rue Voltaire 38400 Saint-Martin-d'Hères;;;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse géocodée ban à l'adresse;LA PLAINE VOLTAIRE;ST MARTIN D HERES;38400
2238N1726218W;Allee du Cultil 38840 Saint-Lattier;;Allee du Cultil;Saint-Lattier;38840;38410;38;84;38410_0185;adresse non géocodée ban car aucune correspondance trouvée;« Le Cultil »Lotissement « l'Orée des Vignes » Lot n°36;SAINT-LATTIER;38840
2238N3218086K;Chemin du Grand Clos 38110 Dolomieu;;Chemin du Grand Clos;Dolomieu;38110;38148;38;84;38148_0405;adresse non géocodée ban car aucune correspondance trouvée;184 chemin du Grand Clos;DOLOMIEU;38110
2238N2620988C;Chemin des Ronzerettes 38410 Saint-Martin-d'Uriage;;;Saint-Martin-d'Uriage;38410;38422;38;84;38422_0387;adresse géocodée ban à l'adresse;230 chemin de Ronzerettes;ST MARTIN D URIAGE;38410
2438N0350974Y;110 Rue des Charbonnières 38160 Saint-Marcellin;110;Rue des Charbonnières;Saint-Marcellin;38160;38416;38;84;38416_1219_00110;adresse non géocodée ban car aucune correspondance trouvée;110 rue des Charbonnières;SAINT-MARCELLIN;38160
2338N4105247A;143 Route de Grenoble 38420 Le Versoud;143;Route de Grenoble;Le Versoud;38420;38538;38;84;38538_0240_00143;adresse non géocodée ban car aucune correspondance trouvée;143 Route de Grenoble;LE VERSOUD;38420
2238N2730765H;Rue des Bergeronnettes 38100 Grenoble;;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901;adresse non géocodée ban car aucune correspondance trouvée;Rue des bergeronnettes;GRENOBLE;38100
2338N3292551M;14 Rue Henri Tarze 38000 Grenoble;14;Rue Henri Tarze;Grenoble;38000;38185;38;84;38185_3550_00014;adresse non géocodée ban car aucune correspondance trouvée;14 Rue Henri Tarze;Grenoble;38000
2538N0364388X;155 Chemin de l’Oree des Vignes 38840 Saint-Lattier;155;Chemin de l’Oree des Vignes;Saint-Lattier;38840;38410;38;84;38410_0450_00155;adresse géocodée ban à l'adresse;155 chemin de l’Oree des Vignes;SAINT-LATTIER;38840
2338N4194628T;Huez;;;Huez;38750;38191;38;84;38191;adresse non géocodée ban car aucune correspondance trouvée;Les Eterlous;HUEZ;38750
2338N1862314J;Voie de Champ Morel 38620 Saint-Geoire-en-Valdaine;;Voie de Champ Morel;Saint-Geoire-en-Valdaine;38620;38386;38;84;38386_0620;adresse non géocodée ban car aucune correspondance trouvée;les Hauts de Champs Morel - Lot N°4;ST GEOIRE EN VALDAINE;38620
2238N2265106I;Route de la Plaine 38230 Chavanoz;;Route de la Plaine;Chavanoz;38230;38097;38;84;38097_0456;adresse non géocodée ban car aucune correspondance trouvée;Route de la Plaine;Chavanoz;38230
2338N1143841U;CHEMIN De Champ Jaillet 38190 Bernin;;CHEMIN De Champ Jaillet;Bernin;38190;38039;38;84;38039_0079;adresse non géocodée ban car aucune correspondance trouvée;dles grands champs;BERNIN;38190
2338N2339257I;Rue Pierre Sémard 38950 Saint-Martin-le-Vinoux;;Rue Pierre Sémard;Saint-Martin-le-Vinoux;38950;38423;38;84;38423_0220;adresse non géocodée ban car aucune correspondance trouvée;Rue Pierre Semard;SAINT-MARTIN-LE-VINOUX;38950
2338N0007903W;Rue du Dauphiné Lot H 38550 Sablons;;Rue du Dauphiné;Sablons;38550;38349;38;84;38349_0090;adresse géocodée ban à l'adresse;Rue du Dauphiné Lot H;Sablons;38550
2338N2192398X;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2438N1011670I;Passage du Chassigneu 38730 Villages du Lac de Paladru;;Passage du Chassigneu;Villages du Lac de Paladru;38730;38292;38;84;38292_0300;adresse non géocodée ban car aucune correspondance trouvée;15 ROUTE DU CHASSIGNEU;VILLAGES DU LAC DE PALADRU;38850
2338N0992154R;40 112 Route de Crémieu 38230 Tignieu-Jameyzieu;40;112 Route de Crémieu;Tignieu-Jameyzieu;38230;38507;38;84;38507_16h1rt_00040;adresse géocodée ban à l'adresse;de Crémieu;TIGNIEU-JAMEYZIEU;38230
2238N1253829B;14 Rue de Cartale 38170 Seyssinet-Pariset;14;Rue de Cartale;Seyssinet-Pariset;38170;38485;38;84;38485_0150_00014;adresse non géocodée ban car aucune correspondance trouvée;14 rue de cartale;SEYSSINET-PARISET;38170
2238N0446435L;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;adresse non géocodée ban car aucune correspondance trouvée;RUE DES SOURCES;CROLLES;38920
2138N1013108N;Rue Victor Hugo 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0800;adresse géocodée ban à l'adresse;Rue Victor Hugo;HEYRIEUX;38540
2338N0781358D;Avenue de l’Eygala 38700 Corenc;;Avenue de l’Eygala;Corenc;38700;38126;38;84;38126_0220;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Eygala;CORENC;38700
2238N0590612S;39 Rue Commandant Perreau 38100 Grenoble;39;Rue Commandant Perreau;Grenoble;38100;38185;38;84;38185_1830_00039;adresse non géocodée ban car aucune correspondance trouvée;39 Commandant Perreau;GRENOBLE;38000
2238N0359028Q;Impasse du Buclet 38460 Chamagnieu;;Impasse du Buclet;Chamagnieu;38460;38067;38;84;38067_0141;adresse non géocodée ban car aucune correspondance trouvée;du Buclet;CHAMAGNIEU;38460
2238N0580579V;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2438N1112079F;Rue Thiers 38800 Le Pont-de-Claix;;Rue Thiers;Le Pont-de-Claix;38800;38317;38;84;38317_0480;adresse non géocodée ban car aucune correspondance trouvée;ZAC Les Minotiers;PONT DE CLAIX;38800
2238N1028593D;Rue Eugene Ravanat 38320 Eybens;;Rue Eugene Ravanat;Eybens;38320;38158;38;84;38158_0062;adresse non géocodée ban car aucune correspondance trouvée;rue Ravanat;EYBENS;38320
2238N0654335P;39 Avenue d'Echirolles 38320 Eybens;39;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078_00039;adresse non géocodée ban car aucune correspondance trouvée;39 Avenue d'Echirolles;EYBENS;38320
2438N3297234Q;Rue Gérard Vernay 38090 Roche;;Rue Gérard Vernay;Roche;38090;38339;38;84;38339_0001;adresse non géocodée ban car aucune correspondance trouvée;rue Gérard VERNAY;ROCHE;38090
2438N0783518G;Route du Point du Jour 38210 Vourey;;Route du Point du Jour;Vourey;38210;38566;38;84;38566_0270;adresse non géocodée ban car aucune correspondance trouvée;290 Route du Point du Jour;VOUREY;38210
2438N0261129J;Route de Saint Nicolas 38960 Saint-Étienne-de-Crossey;;Route de Saint Nicolas;Saint-Étienne-de-Crossey;38960;38383;38;84;38383_0097;adresse non géocodée ban car aucune correspondance trouvée;Route de Saint Nicolas;SAINT-ETIENNE-DE-CROSSEY;38960
2338N3100817C;40 Passage Pierre Bérégovoy 38300 Nivolas-Vermelle;40;Passage Pierre Bérégovoy;Nivolas-Vermelle;38300;38276;38;84;38276_0067_00040;adresse non géocodée ban car aucune correspondance trouvée;40 Passage Pierre Beregevoy;NIVOLAS-VERMELLE;38300
2338N2372483G;Route de Lyon 38140 Apprieu;;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729;adresse non géocodée ban car aucune correspondance trouvée;Route de Lyon;APPRIEU;38140
2338N2911221Y;Rue de la République 38670 Chasse-sur-Rhône;;Rue de la République;Chasse-sur-Rhône;38670;38087;38;84;38087_0447;adresse non géocodée ban car aucune correspondance trouvée;388, rue de la République;Chasse-sur-Rhône;38670
2238N1618812W;Crolles;;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920;38140;38;84;38140;adresse géocodée ban à l'adresse;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920
2238N3053844K;Avenue Henri Bergson 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0142;adresse géocodée ban à l'adresse;21, Avenue Bergson;;
"ZAC St Hubert""";;3684.9;82;2068;1335.2;0;201.2;80.5;3510.1;0;87.5;35;775.4
2338N1032672B;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;Michel Perret;TULLINS;38210
2238N2467670G;8 Montee Bon Accueil 38200 Vienne;8;Montee Bon Accueil;Vienne;38200;38544;38;84;38544_0195_00008;adresse non géocodée ban car aucune correspondance trouvée;8 Montée de Bon Accueil;VIENNE;38200
2138N0553895M;Rue de Buyat 38110 Saint-Jean-de-Soudain;;Rue de Buyat;Saint-Jean-de-Soudain;38110;38401;38;84;38401_0185;adresse non géocodée ban car aucune correspondance trouvée;Rue du Buyat - Le Village;SAINT-JEAN-DE-SOUDAIN;38110
2238N2579502M;Avenue de la République 38130 Échirolles;;Avenue de la République;Échirolles;38130;38151;38;84;38151_0550;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DE LA REPUBLIQUE;ECHIROLLES;38130
2238N0965259F;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2338N2088154N;3 Rue de l'Avenir 38320 Eybens;3;Rue de l'Avenir;Eybens;38320;38158;38;84;38158_0350_00003;adresse non géocodée ban car aucune correspondance trouvée;3 Rue de l'avenir;Eybens;38320
